id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19634420,Spacious and minimalist room in Friedrichshain,138155182,Sabrina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51529,13.45958,Private room,25,3,1,2017-07-23,0.02,1,0,0,
14023233,Nice room in Prenzlauerberg,75343949,Clara,Pankow,Helmholtzplatz,52.54142,13.41864,Private room,25,2,1,2017-09-10,0.02,1,0,0,
768418,central located nice bright flat,3590402,Aga,Mitte,Brunnenstr. Süd,52.53235,13.39538,Entire home/apt,88,5,24,2022-03-06,0.23,2,7,3,
14047818,Gemütliches Zimmer (Altbau),47941864,O.,Pankow,Prenzlauer Berg Ost,52.53341,13.4558,Private room,22,3,6,2019-09-15,0.10,1,0,0,
7505392,Modern Large and Sunny Apartment,6246883,Ciril,Neukölln,Schillerpromenade,52.47357,13.42202,Entire home/apt,97,7,1,2015-11-07,0.01,1,0,0,
19708376,Cosy 100m² APT with balcony in trendy Schillerkiez,3015982,Alena,Neukölln,Schillerpromenade,52.47624,13.42475,Entire home/apt,90,3,3,2017-08-05,0.05,1,0,0,
7536231,Best place in the quiet and pretty heart of Berlin,15359026,Christina,Pankow,Prenzlauer Berg Südwest,52.532,13.40902,Entire home/apt,99,2,27,2022-04-17,0.32,1,0,2,
7594996,Funky room in Mitte,18194568,Anja,Mitte,Brunnenstr. Süd,52.53788,13.40071,Private room,16,5,0,,,1,0,0,
19760692,Cozy room in Neukolln,50822706,Davide,Neukölln,Neuköllner Mitte/Zentrum,52.47568,13.42994,Private room,25,8,0,,,1,0,0,
14209888,großes Altbauzimmer am Kurfürstendamm,75890451,Adele,Charlottenburg-Wilm.,Neue Kantstraße,52.50199,13.30436,Private room,36,1,8,2016-10-09,0.11,1,0,0,
7639412,Zimmer in Dachgeschoss Wohnung,20798560,Heiko,Pankow,Prenzlauer Berg Süd,52.53655,13.42711,Private room,85,1,2,2015-10-13,0.02,1,0,0,
14234531,45m2 Maisonette nahe Rummelsburg,29447273,Martin,Lichtenberg,Neu Lichtenberg,52.50566,13.47624,Entire home/apt,45,2,3,2016-09-19,0.04,1,0,0,
51549694,Einzelzimmer mit Gemeinschaftsbad,357562593,Hotel Intervarko,Pankow,Prenzlauer Berg Süd,52.530361,13.425164,Private room,70,2,105,2022-05-29,10.98,5,132,105,"First name and Last name: Alexandra Kähm <br/> Contact address: Greifswalder Str. 225, 10405, Berlin, Deutschland <br/>Listing address: Greifswalder Str. 225, 10405, Berlin, Deutschland"
7650739,big comfortable room near center,17721997,Federica,Mitte,Osloer Straße,52.553,13.38697,Private room,26,3,13,2018-05-19,0.16,3,0,0,
7672145,Cosy flat in Berlin,40283566,Sara,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5222,13.43295,Entire home/apt,50,1,2,2015-08-31,0.02,1,0,0,
49500462,Giant flat in right in the heart of Berlin,108025548,Baharbin,Mitte,Alexanderplatz,52.5286,13.40098,Entire home/apt,230,3,10,2022-05-15,0.89,31,279,10,
7713626,Kudamm. City-West. Cozy Place!! :-),40523129,Manuel,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49695,13.31364,Entire home/apt,53,1,2,2015-08-19,0.02,1,0,0,
303097,Beautiful city apartment at park,1560726,Ann-Katrin,Pankow,Prenzlauer Berg Süd,52.52987,13.4268,Private room,61,3,42,2022-05-27,0.35,1,265,9,"First name and Last name: Carl Frech <br/> Contact address: Am Friedrichshain 25, 10407, Berlin, Deutschland <br/>Listing address: Am Friedrichshain 25, 10407, Berlin, Deutschland"
20701970,Beautiful room at the waterside,106578060,Caroline,Mitte,Moabit West,52.53949,13.35318,Private room,46,5,56,2022-04-18,0.98,1,0,1,"First name and Last name: Caroline Sosat <br/> Contact address: Torfstr. 10, 13353, Berlin, Deutschland <br/>Listing address: Torfstr. 10, 3. Stock , 13353, Berlin, Deutschland"
9983777,2 Room appartment,51232479,Tamara,Mitte,Brunnenstr. Nord,52.55137,13.382,Entire home/apt,45,4,2,2016-12-31,0.03,1,0,0,
17402568,"Cosy, urban and central room in Prenzlauer Berg",99493305,Noah,Pankow,Prenzlauer Berg Nordwest,52.54883,13.40989,Private room,25,2,5,2017-08-07,0.08,1,0,0,
3449909,Cozy and bright flat in Kreuzberg,6027836,Meret,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.49934,13.42379,Entire home/apt,59,3,14,2018-03-11,0.15,1,0,0,
3457016,2 schöne Zimmer am Görlitzer Park,17421842,Daniel,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49685,13.44073,Private room,59,1,0,,,1,0,0,
3470646,Beautiful 2Br in Prenzlauer Berg,10743331,Simone,Pankow,Prenzlauer Berg Südwest,52.53237,13.40885,Entire home/apt,120,5,14,2021-08-22,0.15,1,0,2,
10012834,Two cozy rooms in Kreuzberg,47884220,Carlos,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50175,13.41884,Private room,35,9,5,2018-09-30,0.06,1,0,0,
17416446,"Bright, cozy, and quiet",3596753,Samantha,Neukölln,Neuköllner Mitte/Zentrum,52.46538,13.44441,Private room,18,7,1,2017-03-06,0.02,1,0,0,
3508253,Private room in charming apartment/ PrenzlauerBerg,17664754,Claudia,Pankow,Prenzlauer Berg Südwest,52.53748,13.41848,Private room,36,3,50,2022-06-12,0.70,1,0,38,
31530655,Oase der Ruhe in der Mitte Berlins,22982051,Isis,Mitte,Alexanderplatz,52.50599,13.42298,Entire home/apt,50,5,8,2019-09-30,0.20,1,0,0,
31568613,Lovely canal views-live on Maybachufer Kreuzkölln,111495545,Sue,Neukölln,Reuterstraße,52.49395,13.42631,Entire home/apt,48,120,2,2020-02-27,0.05,1,17,0,08/Z/RA/010071-21
31847289,cozy flat in most beautiful part of Berlin,238342312,Anna,Neukölln,Rixdorf,52.47497,13.45239,Entire home/apt,32,2,2,2019-07-02,0.05,1,0,0,
32091008,On Top Of Berlin! Most central room and best view,3613810,Roland,Mitte,Alexanderplatz,52.52184,13.40494,Private room,55,4,6,2020-09-14,0.15,2,0,0,
32376389,Spacious & Beautiful Condo in Berlin Mitte,50523833,Tuan,Mitte,Regierungsviertel,52.50896,13.40223,Entire home/apt,95,1,16,2019-06-01,0.40,1,0,0,
32377441,Modern 1 Bedroom Apartment in Neukölln,183409490,Fariba,Neukölln,Rixdorf,52.48511,13.45367,Entire home/apt,69,7,2,2019-05-27,0.05,1,0,0,
32490047,Homestay Berlin,17631118,Julien,Treptow - Köpenick,Johannisthal,52.44181,13.50126,Private room,40,1,7,2020-03-12,0.18,1,0,0,
32493376,Bright and friendly room in a beautiful area:),35146426,Clara,Tempelhof - Schöneberg,Schöneberg-Süd,52.48216,13.3614,Private room,60,1,0,,,1,0,0,
32773523,Gemütliche Unterkunft in Lichtenberg,129432549,Anne-Marie,Lichtenberg,Alt-Lichtenberg,52.51433,13.50546,Entire home/apt,50,1,38,2019-11-18,0.95,1,0,0,
32855952,cozy room in the heart of wedding,247180286,Paul,Reinickendorf,Ost 2,52.56274,13.35195,Private room,20,5,1,2019-04-05,0.03,1,0,0,
10051520,Rooftop LOFT 66 qm + South Terrace,51587389,Laure,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51,13.45699,Entire home/apt,100,10,41,2022-05-09,0.52,1,8,6,02/Z/OW/005369-17
3568189,Beautiful flat next to the canal,10999908,Elli,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49544,13.43757,Entire home/apt,79,2,3,2020-08-24,0.13,1,0,0,
12916246,BIG 4ROOMS Central City Apt.Mitte,54039179,Lana,Mitte,Alexanderplatz,52.52393,13.39999,Entire home/apt,292,2,205,2022-06-08,2.81,12,131,31,"Legal entity name and Legal form: Berlin-Stay GmbH <br/>Legal representatives or Trade register number: HRB197418B <br/> Entity address: Torstrasse 156, 10115, Berlin, Deutschland <br/>Listing address: Neue Promenade , 10178 , Berlin, Berlin"
10052110,1sleep& 1living & 1bigchillkitchen,51590153,KwangnO,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48821,13.38744,Private room,39,1,0,,,1,0,0,
3575402,A cosy flat for two in Neukölln,18004895,Michaela,Neukölln,Neuköllner Mitte/Zentrum,52.48216,13.42504,Entire home/apt,49,3,26,2020-07-12,0.27,1,0,0,
3592435,Cozy 25 sqm room  for up to 2 pax,9884938,Teresa,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50974,13.46005,Private room,20,4,2,2014-08-18,0.02,1,0,0,
3613880,Familienwohnung in Prenzlauer Berg,18209068,Eva,Pankow,Prenzlauer Berg Süd,52.53445,13.42976,Entire home/apt,125,3,8,2018-04-02,0.08,1,0,0,
10079685,Bright & cozy flat in Prenzl Berg,51720664,Stefanie,Pankow,Prenzlauer Berg Nordwest,52.55279,13.39881,Entire home/apt,80,1,0,,,1,0,0,
3659710,Zimmer mit Bad und Küche in Prenzlauer Berg,18547398,Stefanie,Pankow,Prenzlauer Berg Nordwest,52.55363,13.4063,Private room,55,1,8,2019-07-03,0.08,1,0,0,
17459074,Bright private room in shared flat,17698566,Karolina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49385,13.3993,Private room,30,2,6,2018-05-07,0.09,1,0,0,
3724302,Room at Check Point Charlie,5035540,Cristina,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50252,13.38839,Private room,49,1,4,2014-10-16,0.04,1,0,0,
3726256,Gemütliche Wohnung am Landwehrkanal,19036272,Gesa,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49463,13.42717,Entire home/apt,95,3,3,2016-01-05,0.03,1,0,0,
3729154,wonderful apartment next to centre,13868464,Bünyamin,Tempelhof - Schöneberg,Tempelhof,52.45994,13.3861,Entire home/apt,99,2,2,2015-09-15,0.02,1,0,0,
23355675,Charmante Altbauwohnung mit Balkon am Ostkreuz,21441662,Sophie,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50593,13.46476,Entire home/apt,107,3,1,2018-02-26,0.02,2,0,0,
39689152,Bright & cozy apartment / Helle Altbauwohnung,8549588,Melissa,Tempelhof - Schöneberg,Schöneberg-Nord,52.4914,13.35662,Entire home/apt,120,5,5,2022-04-22,0.16,1,4,2,
23382965,Charming 1-room-apartment in Neukölln,174320959,Eliana,Neukölln,Rixdorf,52.48006,13.44847,Entire home/apt,27,3,3,2018-04-19,0.06,1,0,0,
39740619,Flauschiges WG Zimmer im Szenekiez.,251703986,Martin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50745,13.45373,Private room,26,3,1,2020-08-02,0.04,2,0,0,
39866188,Proski,9935230,Julianne,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51971,13.46044,Private room,20,6,2,2019-12-01,0.06,2,0,0,
23475547,Beautiful and cozy apartment in Berlin,1102530,Lisa,Mitte,Wedding Zentrum,52.55115,13.37843,Entire home/apt,45,2,20,2020-08-23,0.39,1,0,0,
40030018,Green Room in shared apartment in Neukölln ♡,66352019,Liubov,Neukölln,Rixdorf,52.47863,13.44725,Private room,50,2,0,,,1,0,0,
40133493,Chilled room,151694237,Sagir,Neukölln,Neuköllner Mitte/Zentrum,52.477,13.432,Private room,20,10,2,2019-12-15,0.06,2,0,0,
23542915,Wedding best room,125821130,Jerome,Mitte,Parkviertel,52.55652,13.34663,Private room,20,20,1,2018-04-14,0.02,1,0,0,
40194751,Super cozy urban jungle apartment in Neukölln,20705098,Hanna,Neukölln,Schillerpromenade,52.47043,13.4279,Entire home/apt,75,3,24,2022-05-23,0.79,1,0,14,
40374669,Cozy apartment with a garden 85qm,27664532,Colas,Neukölln,Britz,52.46021,13.4379,Entire home/apt,35,5,2,2021-01-03,0.10,1,0,0,
40500662,"Sehr zentrales, gemütliches Zimmer in Kreuzberg",25091392,Martin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49015,13.41076,Private room,30,3,2,2020-02-24,0.07,1,0,0,
40522022,Ruhiges Appartement in Prenzlauerberg,22773705,Omar,Pankow,Prenzlauer Berg Süd,52.53358,13.42312,Entire home/apt,80,4,1,2019-12-28,0.03,2,0,0,
40715813,Whole House in Friedrichshain/Central/Quiet/Unique,11928160,Felipe,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51328,13.44616,Entire home/apt,160,3,12,2020-10-19,0.44,1,0,0,
40727058,Cozy room at Gleisdreieckpark in spacious flat,28347554,Florian,Tempelhof - Schöneberg,Schöneberg-Nord,52.4979,13.36789,Private room,30,2,1,2020-01-02,0.03,1,0,0,
23886516,Stylish&spacious flat with big balcony in P-Berg,53693060,Valerie,Pankow,Prenzlauer Berg Nordwest,52.55412,13.41115,Entire home/apt,76,4,27,2020-07-01,0.53,1,7,0,03/Z/RA/003743-18
23900019,Cozy Room in Mitte/Prenz. With Garden.,145501953,Gonzalo,Mitte,Brunnenstr. Süd,52.53414,13.40744,Private room,21,2,2,2018-05-01,0.04,1,0,0,
23969222,Zentral gelegene Wohnung in Berlin-Mitte,59612406,Pauline,Mitte,Brunnenstr. Süd,52.53383,13.38104,Entire home/apt,62,2,2,2018-04-02,0.04,1,0,0,
40885284,Sweet and cozy apartment in the heart of Neukölln,318372127,Lisa,Neukölln,Schillerpromenade,52.4709,13.42329,Private room,40,30,1,2020-01-02,0.03,1,0,0,
24031184,Charming maisonette with a garden by Ostkreuz,16651316,Ada,Lichtenberg,Neu Lichtenberg,52.50145,13.48107,Entire home/apt,88,21,11,2019-03-10,0.22,1,0,0,11/Z/RA/001401-18
24132562,Cozy & authentic Berliner flat in Prenzlauer Berg,142649872,Alexandre,Pankow,Prenzlauer Berg Nord,52.54274,13.43972,Private room,60,4,0,,,1,0,0,
41056353,Cosy flat facing the charming Helmolzplatz  square,56949470,Sergio,Pankow,Helmholtzplatz,52.54109,13.42033,Entire home/apt,31,7,1,2022-02-04,0.23,1,0,1,
24169963,Bungalow im schönen Berlin,47625075,Despina,Steglitz - Zehlendorf,Drakestr.,52.4287,13.30744,Entire home/apt,40,7,0,,,1,0,0,
24219722,Big and cozy room (30m2) in Friedrichshain,115462471,Aylin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51348,13.458,Private room,50,1,33,2020-03-06,0.65,2,0,0,02/Z/AZ/009121-18
24192893,Wunderschöne Altbauwohnung im  Prenzlauerberg,11066413,Leonie,Pankow,Prenzlauer Berg Süd,52.53464,13.4261,Entire home/apt,106,5,8,2019-10-20,0.16,1,0,0,
41222188,"Beautiful modern apartment, great location",4193735,Jelle,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50199,13.45109,Private room,35,2,0,,,1,0,0,
24258611,quite but central apartment in Kreuzberg,16016568,Lena,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49833,13.43145,Private room,60,3,5,2019-05-26,0.11,1,0,0,
41258398,Cosy room in the heart of Prenzlauer Berg,254344351,Julia,Pankow,Prenzlauer Berg Süd,52.54142,13.42553,Private room,30,2,6,2020-02-08,0.20,1,0,0,
24275925,"Wohnen am Boxi, mit ganz viel Charme",183055767,Udo,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50938,13.4608,Entire home/apt,42,1,13,2019-01-27,0.26,1,0,0,
24328385,Light flooded flat in the heart of Berlin,177714942,David,Pankow,Prenzlauer Berg Südwest,52.52992,13.4177,Entire home/apt,70,2,4,2018-05-06,0.08,1,0,0,
41430587,Micoswohnung,325856414,Markus,Spandau,Spandau Mitte,52.53952,13.20823,Private room,80,1,0,,,1,0,0,
41470678,"Schlafcouch für eine Person, Weibche bevorzugt!",302305154,Boris,Reinickendorf,Ost 2,52.56617,13.35276,Shared room,10,1,0,,,1,0,0,
41555656,Beautiful old-style room in the heart of Kreuzberg,15490912,Sonia,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49409,13.43585,Private room,35,1,1,2020-03-03,0.04,1,0,0,
24537483,Helle Wohnung am Fennsee/Wilmersdorf,138117479,Christine,Charlottenburg-Wilm.,Barstraße,52.48362,13.31756,Entire home/apt,43,30,1,2020-04-30,0.04,1,12,0,
41600799,Familienwohnung im Herzen des Schillerkiezes,327422254,Mitja,Neukölln,Schillerpromenade,52.47535,13.42412,Entire home/apt,102,6,3,2022-02-04,0.11,1,0,1,
41663413,"Cosi Flat in old Rixdorf, The Beauty of Neukölln",28921910,Simon,Neukölln,Rixdorf,52.4747,13.44786,Entire home/apt,70,1,1,2020-09-19,0.05,1,0,0,
41782253,Cozy flat in Prenzlauer Berg,48772258,Beatrice,Pankow,Prenzlauer Berg Nord,52.5451,13.4404,Entire home/apt,66,2,4,2020-03-08,0.14,1,0,0,
41786190,Rooftop Terrace - Penthouse - Center of Berlin,48956046,Heike,Mitte,Alexanderplatz,52.5343,13.36785,Entire home/apt,120,90,0,,,1,0,0,
41772775,"Unkompliziertes, großes Zimmer in Innenstadtnähe",330009825,Arvid,Mitte,Wedding Zentrum,52.55523,13.37354,Private room,25,4,0,,,1,0,0,
41954411,Cosy Apartment in the Heart of Kreuzberg.,37221382,Tommaso,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49878,13.43604,Entire home/apt,119,2,6,2022-04-06,0.71,1,0,6,02/Z/RA/014149-21
42017002,Beautiful and spacious room available 2.03 - 8.03,71523227,Caar,Pankow,Pankow Süd,52.57226,13.42244,Private room,140,6,0,,,1,0,0,
24683229,18m² großes Zimmer (Durchgang) in lockerer 4er WG,130011593,David,Steglitz - Zehlendorf,Schloßstr.,52.46471,13.31867,Private room,20,3,4,2020-02-08,0.08,1,0,0,
42145882,sweet apartment central Berlin,7113017,Rom,Mitte,Alexanderplatz,52.53241,13.38047,Entire home/apt,75,4,2,2022-03-26,0.07,4,0,1,
42168550,Zimmer zur Untermiete mitten im Prenzlauer Berg!,334688580,Kat,Pankow,Prenzlauer Berg Nordwest,52.5496,13.40222,Private room,20,2,3,2020-03-12,0.11,1,0,0,
24725945,Beautiful & Big Room in  Prenzlauer Berg,12643175,Marisol,Pankow,Prenzlauer Berg Ost,52.54473,13.44305,Private room,48,2,26,2019-09-17,0.54,1,0,0,
42187341,Home is where your heart is,117133393,Martin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51858,13.4713,Entire home/apt,80,55,0,,,1,0,0,
42212218,"Comfortable apartment in Berlin, perfect location",74816112,Carla,Charlottenburg-Wilm.,Halensee,52.49562,13.29686,Entire home/apt,35,3,0,,,1,0,0,
42227642,cute and cozy home surrounded by trees ♡,3885218,Julia,Pankow,Prenzlauer Berg Süd,52.53213,13.43919,Entire home/apt,65,3,3,2021-05-24,0.13,2,0,0,
42217661,Small but cozy apartment for 3,104529257,Aleks,Mitte,Wedding Zentrum,52.55352,13.38176,Entire home/apt,85,2,2,2020-02-27,0.07,1,0,0,
42300875,studio apartment not far from the city center,184661493,Rina Neg,Lichtenberg,Alt-Hohenschönhausen Süd,52.53995,13.49971,Entire home/apt,30,30,0,,,1,0,0,
42330341,"Spacious, double bedroom in heart of Kreuzkölln",19616016,Geraint,Neukölln,Reuterstraße,52.48381,13.44242,Private room,94,3,3,2021-10-19,0.27,1,0,3,
42378581,"Marvelous, bright 4-room family-appartement",2276858,Kathie,Tempelhof - Schöneberg,Friedenau,52.47602,13.32638,Entire home/apt,100,3,0,,,1,0,0,
42419582,Berlin Sweet Home,91647626,Amir,Tempelhof - Schöneberg,Schöneberg-Nord,52.4991,13.34007,Private room,65,1,1,2020-08-30,0.05,1,0,0,
42524946,"Calm, cozy & vintage-styled SPACE+BALCONY at Kanal",338717417,Marie-Louise,Neukölln,Rixdorf,52.48287,13.45407,Private room,40,2,21,2020-10-05,0.76,1,0,0,
24887099,Bright 3br apartment next to the Panke stream,2360669,Atalya,Mitte,Brunnenstr. Nord,52.54471,13.37437,Entire home/apt,80,5,1,2018-06-09,0.02,1,0,0,
24910859,Altbaucharme mitten in Berlin,123163427,David,Pankow,Helmholtzplatz,52.54264,13.41594,Entire home/apt,89,3,41,2019-11-20,0.83,1,0,0,03/Z/RA/003452-18
42655542,big room in the heart of Kreuzberg,339819754,Anna,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49954,13.44045,Private room,50,2,0,,,1,0,0,
24924261,Typical Berlin Room Friedrichshain,87251415,Luise,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52279,13.45522,Private room,35,2,2,2018-05-27,0.04,1,0,0,
24915589,Mediterranean cosy room in the heart of Neukölln,187861873,Sultani,Neukölln,Reuterstraße,52.48436,13.43083,Entire home/apt,65,7,15,2021-07-25,0.31,1,0,2,
24917671,COSY AND WELL LOCATED APARTMENT. FEEL LIKE A LOCAL,17150424,Kamil,Neukölln,Reuterstraße,52.48585,13.43017,Entire home/apt,50,3,4,2018-07-26,0.08,1,0,0,
42689710,Helle und schöne 2-Zimmer Whg am Humboldthain Park,34177138,Omid,Mitte,Brunnenstr. Nord,52.54676,13.37913,Entire home/apt,14,1,2,2020-03-14,0.07,2,0,0,
24929506,HIDEOUT,188478182,Michelberger Hotel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50405,13.44668,Hotel room,475,1,0,,,2,0,0,HRA 40463 B
42750190,"Luxurious, sunny and large Coolness in Kreuzberg",9139634,Pamela,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49843,13.4325,Entire home/apt,200,2,0,,,1,0,0,
42871839,"Bright, central, and quiet  in Friedrichshain",195006466,Yanina,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51426,13.4469,Private room,29,14,0,,,1,0,0,
42903154,Aseev,111371574,Aseev,Neukölln,Neuköllner Mitte/Zentrum,52.46396,13.43362,Private room,80,2,0,,,1,0,0,
43103354,Bright studio apartment near Rosenthaler Platz,309128523,Suite & Apart,Mitte,Brunnenstr. Süd,52.53427,13.39554,Entire home/apt,56,3,3,2022-05-01,0.56,21,0,3,"Legal entity name and Legal form: Suite &amp; Apart Schempf GbR <br/>Legal representatives or Trade register number: Ann-Kathrin Schempf, Christian Schempf <br/> Entity address: Am Zirkus 13, 10117, Berlin, Deutschland <br/>Listing address: Elisabethkirchstraße 18, 10115, Berlin, Deutschland"
25119614,3-bedroom-apartment in Mitte / Kreuzberg,38653664,Britta,Mitte,Alexanderplatz,52.5062,13.41226,Entire home/apt,200,2,3,2019-06-02,0.06,1,0,0,01/Z/RA/008388-18
43241412,Popular Schillerkiez in Neukölln,32743333,Aylin,Neukölln,Schillerpromenade,52.47589,13.42288,Entire home/apt,49,3,10,2021-07-14,0.39,1,0,2,
43377758,New Quiet Luxury Studio near Main Train Station,626745,Volker,Mitte,Moabit Ost,52.53072,13.36248,Entire home/apt,43,90,9,2022-04-05,0.41,1,128,5,
43645667,Berliner Reihenendhaus mit Garten,321434962,Kay,Pankow,Pankow Süd,52.56021,13.42625,Entire home/apt,75,5,1,2020-08-01,0.04,1,0,0,
25305818,Cosy flat close to centre -2 min to metro station,82453371,Berna,Charlottenburg-Wilm.,Heerstrasse,52.5165,13.25374,Entire home/apt,82,2,9,2021-08-19,0.18,1,0,1,
44014126,Cozy home in Berlin,22218712,Salome,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52257,13.45446,Entire home/apt,27,7,2,2020-08-28,0.09,1,0,0,
44048206,Private room in a  shared beautiful apartment,145528967,Ebi,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51733,13.43307,Private room,75,5,26,2022-05-15,1.12,2,0,19,
44275551,Sleep in a Tower in the heart of Berlin,111276639,Luca,Mitte,Moabit West,52.52305,13.33794,Private room,75,1,0,,,1,0,0,
44280451,Experience Berlin shared Flat Life.,39203434,Abeer,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50841,13.46684,Private room,20,4,1,2020-07-30,0.04,1,0,0,
25663807,Beautiful apartment in the heart of Kreuzberg,6445502,Edda,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49234,13.4089,Private room,68,7,11,2022-01-02,0.23,1,10,3,
44312914,Beautiful spacious flat in the heart of Neukölln,5832948,Pia,Neukölln,Reuterstraße,52.48598,13.4349,Entire home/apt,120,2,4,2022-01-02,0.37,1,13,4,
593986436736708178,"Upscale Mitte 1BR with Apple Store in building, by Blueground",434485440,Blueground,Mitte,Alexanderplatz,52.524162,13.403128,Entire home/apt,194,90,0,,,44,62,0,"Legal entity name and Legal form: BLUEGROUND GERMANY GmbH <br/>Legal representatives or Trade register number: HRB 232347 B <br/> Entity address: Akazienstr.3a, 10823, Berlin, Germany <br/>Listing address:  Rosenthaler Str. 44 #4.3, 13127, Berlin, Germany"
44409675,Gemütliche Wohnung mittendrin in Friedrichshain,63099928,Arndt,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50834,13.45504,Entire home/apt,110,2,3,2022-05-28,1.61,1,1,3,
25770587,Cozy Fhain flat,40469920,Sjard,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51677,13.45549,Entire home/apt,51,25,3,2020-09-06,0.06,1,0,0,
44569527,"Private garden, big living room with piano",162859639,Minghong,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.42331,13.18394,Private room,21,8,0,,,1,0,0,
25939560,Schöne und zentrale Wohnung im Herzen Berlins,187676894,Aisha,Neukölln,Neuköllner Mitte/Zentrum,52.48293,13.42968,Private room,39,1,19,2021-09-06,0.39,1,0,1,
44893462,Kreuzberg  flat with a balcony,858675,Esko,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50357,13.42356,Entire home/apt,64,3,0,,,1,0,0,
45007511,Stylish and sunny apartment in Berlin Moabit,127107285,Franziska,Mitte,Moabit West,52.53101,13.31726,Entire home/apt,40,25,0,,,1,0,0,
45068810,Schöne 2-Zimmer Wohnung in Berlin,363700882,Maike,Lichtenberg,Alt-Hohenschönhausen Nord,52.56146,13.50299,Entire home/apt,33,5,0,,,1,0,0,
26046295,Tolles Zimmer mit Balkon in Altbauwohnung,20928113,Mai,Pankow,Helmholtzplatz,52.5412,13.41393,Private room,40,2,4,2019-01-01,0.08,2,0,0,
26051867,Design-Apartment im Szeneviertel Friedrichshain,8338016,Pia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50657,13.46664,Entire home/apt,65,2,5,2019-09-08,0.12,1,0,0,
